Entity,Code,Year,Share under $2 per day,Share under $20 per day,Share under $5 per day,Share under $10 per day,Share under $5.2 a day (roughly equivalent to the international poverty line)
Cuba,CUB,2010,2.16441384896005,71.3110014943439,16.038539956129,41.4809231320117,17.1343103389522
Cuba,CUB,2017,1.04895411415924,62.3460647451863,10.3009764003122,31.7392731921563,11.12496478258
Cyprus,CYP,1820,59.5989210233813,99.7911341090737,90.0807774512273,98.1021086755733,90.8375941632345
Cyprus,CYP,1850,42.6848840383329,99.9401558630072,88.0632350851605,98.6408779522314,89.1859227601952
Cyprus,CYP,1870,41.3883264095403,99.3072526824577,80.1876491567189,95.1004539324799,81.4330468942197
Cyprus,CYP,1890,11.261965564003,99.7915541286564,65.9099686760007,94.9242016562492,68.4196372958078
Cyprus,CYP,1910,7.20684536777312,99.0897552370884,52.4066295859454,88.7031796921486,54.9921493926412
Cyprus,CYP,1929,9.73884674173355,96.8742716813227,48.4284747443626,81.9013749382828,50.5748287861282
Cyprus,CYP,1950,4.1973083898167,95.7822010124554,36.1791073005891,75.3687106665316,38.4058405613809
Cyprus,CYP,1960,0.653730647308288,94.3280602938216,19.3727524440493,64.0330020479859,21.3304654668122
Cyprus,CYP,1970,0.0158627884760484,67.8628745499764,2.36670718070623,22.371242886093,2.78060249283438
Cyprus,CYP,1980,0.00113121714652919,43.1472687898869,0.439917236321523,8.132579006678,0.537754325525667
Cyprus,CYP,1990,0.0000154881902627099,14.6227080056384,0.0232699838209071,1.14129529069753,0.0301030428493185
Cyprus,CYP,2000,1.05054377977837e-7,3.80471243246329,0.000808610168671748,0.117136153315936,0.00111624027952887
Cyprus,CYP,2005,1.76971075643476e-8,1.96286686895877,0.000214181097148751,0.0435320080449332,0.000301426316075414
Cyprus,CYP,2010,7.13786243527523e-8,2.09048726430714,0.000421735749316485,0.0588025914306706,0.000578810092277287
Cyprus,CYP,2017,0.0000143051617565828,5.16028851258893,0.00925807041428465,0.363761306679354,0.0117176070023612
Czechoslovakia,OWID_CZS,1820,39.6155370991397,99.0817148611583,78.2268556996706,94.1678309797033,79.5180789446127
Czechoslovakia,OWID_CZS,1850,17.4070443021949,99.3537388655102,66.4346485166418,92.7177680189054,68.5337607630544
Czechoslovakia,OWID_CZS,1870,25.6214325674205,97.8489629268717,65.9408426650038,88.8231914229612,67.597546701064
Czechoslovakia,OWID_CZS,1890,3.40232089934597,98.7873691266553,41.9966812260655,84.7451100277352,44.728658881359
Czechoslovakia,OWID_CZS,1910,7.87186881216748,92.4279040535273,38.9612052035294,71.8051652611693,40.8340485009751
Czechoslovakia,OWID_CZS,1929,4.95280276954382,81.7148366804972,26.3331201707052,55.3979072486607,27.7727422099144
Czechoslovakia,OWID_CZS,1950,0.365493200192527,76.8953353140575,9.30321971842573,38.4587704597439,10.3097923011047
Czechoslovakia,OWID_CZS,1960,4.80850167021296e-10,44.2946068719625,0.00160234089881708,1.57397646368181,0.00261813575385791
Czechoslovakia,OWID_CZS,1970,8.96178793827985e-9,25.5903018362188,0.00205603482913725,0.869021564014253,0.00311897402552666
Czechoslovakia,OWID_CZS,1980,2.22035495351753e-12,9.37350187459964,0.0000200475385765274,0.0703276112848973,0.0000348136701471122
Czechoslovakia,OWID_CZS,1990,7.72019904785824e-14,6.05427739872481,0.00000302448697404026,0.0247183322273356,0.00000554355878010354
Czechoslovakia,OWID_CZS,2000,4.03364884013749e-8,9.31592887921576,0.00119623588712613,0.277599770471658,0.0017171340660026
Czechoslovakia,OWID_CZS,2005,1.37721968955095e-9,3.25544620483891,0.000105182713669517,0.0494115256487959,0.0001571903330042
Czechoslovakia,OWID_CZS,2010,1.01821422196736e-10,1.16339648987327,0.0000139881146163516,0.0106616360395461,0.0000214671692062811
Czechoslovakia,OWID_CZS,2017,1.82386123140576e-12,0.36860232941716,9.23856734925791e-7,0.00164345116978128,0.00000149231898380747
Democratic Republic of Congo,COD,1820,84.3252890554038,99.9547284181279,97.3031388441255,99.5640209358889,97.5390818833662
Democratic Republic of Congo,COD,1850,87.8015819731354,99.9919111314434,98.6188779226671,99.8593341681865,98.7680479457654
Democratic Republic of Congo,COD,1870,82.3177897928018,99.9461175435492,96.8519977005628,99.4833042939765,97.1241660988103
Democratic Republic of Congo,COD,1890,70.6614690003982,99.9981354676034,97.5477497041721,99.8840182601745,97.8780113983643
Democratic Republic of Congo,COD,1910,72.4409676261229,99.982570458729,96.2620991042513,99.6308827063772,96.6577104872042
Democratic Republic of Congo,COD,1929,71.1646261545599,99.9275688134316,94.5579344915124,99.1669469596909,95.0340326533811
Democratic Republic of Congo,COD,1950,54.1410094828357,99.8956203404494,90.099788999934,98.5458840735642,90.9536615730086
Democratic Republic of Congo,COD,1960,56.1137408888009,98.4049843802399,82.8046067159139,93.8955539696555,83.6555431428827
Democratic Republic of Congo,COD,1970,55.2087647875544,98.3112240144072,82.2141243123489,93.6139254524712,83.0838265297424
Democratic Republic of Congo,COD,1980,63.5863512203655,99.0338174214639,87.2865650306449,95.9038433651592,87.9796343253891
Democratic Republic of Congo,COD,1990,68.6113212406043,99.3369219283641,89.9283830798115,96.9746033709381,90.5140103189251
Democratic Republic of Congo,COD,2000,85.7384302849576,99.8894958623079,96.8646239886994,99.3069630591345,97.0966164825543
Democratic Republic of Congo,COD,2005,82.1435489204761,99.8219641050622,95.6760241452896,98.9678911479322,95.9787836636296
Democratic Republic of Congo,COD,2010,75.6182841005848,99.646787118122,93.1867678130725,98.1772827675612,93.6234190978766
Democratic Republic of Congo,COD,2017,67.5225707644806,99.2965116473222,89.4478444498795,96.8065252786136,90.056672557697
Denmark,DNK,1820,32.5602199808253,95.9474346620412,66.3512450627422,86.0671990620132,67.7057278295421
Denmark,DNK,1850,19.090479203493,92.7609710395114,52.1429382782263,77.5169246973265,53.7237476789496
Denmark,DNK,1870,12.9908797559352,91.2324282345716,44.4676338604157,72.842022643666,46.1424309937869
Denmark,DNK,1890,2.61533619792467,88.0257072567107,24.1878717361462,59.4059614748636,25.8757317291945
Denmark,DNK,1910,0.928994276295019,74.517561681486,12.4093126435104,40.2186877626596,13.4917958032513
Denmark,DNK,1929,0.512807447245588,60.9445839153849,7.56501868034325,28.1450066413901,8.27979830405776
Denmark,DNK,1950,0.00662547114496658,37.9248700611912,0.769075262371382,8.60696347630052,0.905382446056743
Denmark,DNK,1960,0.00259898475280111,26.3376633772388,0.359250517214119,4.84011578913694,0.426923262358093
Denmark,DNK,1970,0.00174835655952362,15.5287812746098,0.18951415103956,2.53174314228364,0.224235938429874
Denmark,DNK,1980,3.60275321634879e-10,1.43435718243279,0.0000291407240225134,0.0163890568517986,0.0000438611261737045
Denmark,DNK,1990,5.40671838161816e-13,0.280681471978917,4.31634819153035e-7,0.0010104223273911,7.0927909669681e-7
Denmark,DNK,2000,5.29859002977347e-18,0.0106713724211125,1.93711551093355e-10,0.00000512790873565137,3.69109659359181e-10
Denmark,DNK,2005,1.16957462114765e-15,0.0203911618410513,3.76976559651488e-9,0.0000255360951314679,6.57802095793642e-9
Denmark,DNK,2010,2.60376335243804e-12,0.0888542683763395,3.84546454879489e-7,0.000429096047584509,5.98599870734347e-7
Denmark,DNK,2017,1.71629935441256e-12,0.0665872133045575,2.59216998215339e-7,0.000301838821604933,4.04246723804284e-7
Djibouti,DJI,1820,24.771983465943,94.831958592089,59.3958852643254,82.4656457402457,60.9146569723335
Djibouti,DJI,1850,22.921681812466,96.8958573069331,61.6405431419544,86.0124435613623,63.3245599723515
Djibouti,DJI,1870,21.6215462195571,94.0246487176858,55.839097613674,80.2856476367137,57.4083877739096
Djibouti,DJI,1890,4.70175276207813,97.1652017218744,40.1367960492896,79.6142030040204,42.5114497631291
Djibouti,DJI,1910,8.3206523665216,94.4801581088281,42.1574369227419,75.7809048889849,44.1524903123165
Djibouti,DJI,1929,13.8369450427423,93.8086693562918,48.3069226607789,77.2838781815236,50.0912609799945
Djibouti,DJI,1950,5.24243074840622,91.1764968975646,33.0505778449459,67.6018354977775,34.9056681368655
Djibouti,DJI,1960,13.9499181306157,85.9292864555249,41.1715913342877,66.5312979536634,42.6086728057317
Djibouti,DJI,1970,10.966619574161,82.4180438395797,35.61136860496,61.0749936047469,36.9914775746621
Djibouti,DJI,1980,19.9511052484808,90.5971855018329,50.6410711353397,74.7361698714577,52.1077158519242
Djibouti,DJI,1990,29.2327813077476,94.6641095637016,62.2799630101388,83.2221829348665,63.6691501324449
Djibouti,DJI,2000,39.9203125766927,96.057458239507,70.7317407559091,87.5232362070024,71.8991935322203
Djibouti,DJI,2005,35.7250091071967,95.0625792341674,66.8848165490595,85.1721056930172,68.1210755606189
Djibouti,DJI,2010,26.6784525039478,93.5462386253585,59.0625465532388,80.8792839841317,60.4730630266578
Djibouti,DJI,2017,21.8540782152692,90.457885997532,52.0999604845144,75.186711348997,53.5133525252348
Dominica,DMA,1820,93.9625456011774,99.9979064582443,99.4833793572389,99.9566866508396,99.5444435603689
Dominica,DMA,1850,92.6869119705932,99.9994100221118,99.5580107966406,99.9767129868986,99.6185574114642
Dominica,DMA,1870,87.1056428454904,99.9718763921752,97.9997747522108,99.7032924114732,98.1833476012715
Dominica,DMA,1890,84.3023689878061,99.9958090706498,98.5050812725398,99.8864610302089,98.6833926437751
Dominica,DMA,1910,76.9699205990419,99.9692829804731,96.4639064719235,99.5554681582251,96.8061236146351
Dominica,DMA,1929,67.6544950092027,99.7590745878276,91.8874554449556,98.2494539686585,92.4748149864607
Dominica,DMA,1950,51.194772160689,99.8223595623499,88.0635785150643,97.9659391438096,89.0148662113473
Dominica,DMA,1960,47.0809562350327,98.979409067077,81.0193044720394,94.5050719962498,82.1043833046118
Dominica,DMA,1970,39.3255888642651,98.3818979928649,75.4428517560444,92.1348558213639,76.7168954827605
Dominica,DMA,1980,24.8526672331335,95.7367263757055,60.8704302410287,84.0964901268208,62.4311613174406
Dominica,DMA,1990,8.8212315732103,87.0501206337955,35.7663154509995,64.8778856632323,37.3552474018499
Dominica,DMA,2000,5.19859030402563,77.072891887039,24.7014730083986,51.1435211386634,25.9919491157115
Dominica,DMA,2005,3.23455921624651,71.4669592584383,18.7654124157749,43.6539884594641,19.8930462842237
Dominica,DMA,2010,0.955585793847641,59.4860592555846,9.42041974623502,29.5420445920235,10.1811331095788
Dominica,DMA,2017,0.814588104605031,58.7309795408082,8.71463628824324,28.4693542743661,9.44464102993128
Dominican Republic,DOM,1820,83.7563552269537,99.9792033767805,97.7106846866983,99.7141274342819,97.9360290910243
Dominican Republic,DOM,1850,78.824608405945,99.9903782543342,97.5331986577382,99.7794795073969,97.807681637085
Dominican Republic,DOM,1870,73.0710899884093,99.8319634479565,93.7886118743192,98.7290118095118,94.2572985642738
Dominican Republic,DOM,1890,63.8678469356423,99.9483125381948,93.5669060191571,99.1808918741867,94.1704409047854
Dominican Republic,DOM,1910,55.5296699295103,99.7646288435334,88.656437581118,97.8174648012127,89.5121191128269
Dominican Republic,DOM,1929,47.2894834536596,98.9072228471734,80.8255935836065,94.3195552392361,81.9036856043382
Dominican Republic,DOM,1950,23.7508666894859,99.140032851656,69.7765432998827,92.6498820104365,71.5909526155253
Dominican Republic,DOM,1960,21.1687026589555,97.1460418715355,60.8404916626536,86.1908529745965,62.5974402618749
Dominican Republic,DOM,1970,15.6121938336431,95.4311598271212,52.527501051326,80.9427469714883,54.3543679532626
Dominican Republic,DOM,1980,7.48705196854293,88.2807286751955,34.6779502712408,65.4520513845702,36.3454855688787
Dominican Republic,DOM,1990,9.05648760729981,87.0235188845714,36.0753003696042,65.0077019159819,37.6584631648133
Dominican Republic,DOM,2000,3.26894787623532,71.0814329943104,18.7208673284472,43.398715276232,19.8392710384919
Dominican Republic,DOM,2005,1.59847551901813,63.4194342727447,12.4084814984359,34.2403686146441,13.2976333299702
Dominican Republic,DOM,2010,0.448979442774763,48.4528588238112,5.60847429717731,20.7921628457424,6.12127515818716
Dominican Republic,DOM,2017,0.0612674391639847,32.4327041905018,1.66800670096809,9.8234441372521,1.8743709648643
Ecuador,ECU,1820,79.1070868065067,99.9603765274407,96.584883257377,99.519017034845,96.9004590569195
Ecuador,ECU,1850,72.5665284743302,99.9790763231053,96.1224921119968,99.5934918406955,96.5235074002364
Ecuador,ECU,1870,67.5877745799119,99.7230535712334,91.5976376762292,98.1062320949466,92.1902231140747
Ecuador,ECU,1890,55.4605535168407,99.8906376989818,90.3503723534009,98.5469781020534,91.175170537789
Ecuador,ECU,1910,37.6781824021393,99.1187475036123,77.5013102429885,94.1141755992814,78.8501671651729
Ecuador,ECU,1929,30.1985332791241,96.7274492827457,66.3043320619612,87.1072209556018,67.7599497465795
Ecuador,ECU,1950,8.70008894039406,93.6488564944202,41.6350360887598,74.4523452309114,43.5617099305965
Ecuador,ECU,1960,22.521877482031,88.0546675289699,50.5703642987154,72.4415963282304,51.8828183557249
Ecuador,ECU,1970,27.2731177722335,85.0842180463523,51.9894505454448,70.7113103292487,53.1047109670647
Ecuador,ECU,1980,6.86354136973494,73.8139124002388,26.0778906126953,49.933636502225,27.2664892976289
Ecuador,ECU,1990,2.04815338817517,73.1534434001293,16.235122834309,42.7128309255644,17.3734860775178
Ecuador,ECU,2000,4.97052780320034,71.6303716621635,22.2301094077462,46.1651271773536,23.3724049788518
Ecuador,ECU,2005,2.60132522687562,64.5490967059883,15.3568080727082,37.2954917357043,16.3099455644869
Ecuador,ECU,2010,0.882260662294325,57.1201712305759,8.73473614900041,27.7957841837405,9.44574150616158
Ecuador,ECU,2017,0.317700885769248,49.2655792603806,4.94402050709451,20.2039635705371,5.43419752792397
Egypt,EGY,1820,62.8838265904039,99.0868295693193,87.2267569145005,95.9828974383682,87.9356928368375
Egypt,EGY,1850,62.4583300310792,98.3412601280869,85.054539599559,94.3445047258642,85.76108780104
Egypt,EGY,1870,43.3934729302051,99.497061662568,82.2271703616326,95.9848423103653,83.4158949131455
Egypt,EGY,1890,22.1200035007507,99.8773719490979,77.1241946578561,97.0355111836741,79.034632379816
Egypt,EGY,1910,25.7667316770974,98.9703807826561,70.1842885644541,92.2565506761321,71.9119538743501
Egypt,EGY,1929,32.5147665942294,98.6248493255606,72.7156441475317,91.9880682700632,74.1993731332979
Egypt,EGY,1950,27.4736535437772,99.5476653608147,75.1232616594314,94.9945884811978,76.823020462393
Egypt,EGY,1960,43.6271196563019,97.4236489011897,75.1185903070602,90.5348757718937,76.2424748531908
Egypt,EGY,1970,35.3561594528619,95.8342896535713,67.8294079904455,86.3756394123183,69.1050930298986
Egypt,EGY,1980,19.3037091267266,89.9158996119883,49.4510211957551,73.6145270251132,50.9075246205347
Egypt,EGY,1990,13.0288504132914,86.286301772641,40.4282565925249,66.4763061282894,41.8984349686675
Egypt,EGY,2000,4.91236101563592,72.8686732751355,22.5674328762332,47.12367843363,23.7417392202535
Egypt,EGY,2005,3.66151737571299,66.5627706511851,18.1870843223344,40.5090158988562,19.2025360156195
Egypt,EGY,2010,1.53911815110584,54.9078197223907,10.5413404068713,28.638346102655,11.267878616331
Egypt,EGY,2017,1.1225842921814,51.2231970233108,8.65860019542352,25.2798846672583,9.29711214662541
El Salvador,SLV,1820,75.008815146213,99.935912832444,95.4259017331542,99.2932889291801,95.8272874126393
El Salvador,SLV,1850,67.1479584243047,99.9627416820765,94.6227707736085,99.3628341454279,95.146311845579
El Salvador,SLV,1870,63.0406812465379,99.5982853458158,89.530313509702,97.4586040595692,90.2290259052069
El Salvador,SLV,1890,49.9538033509723,99.8278217994969,87.7648782994516,97.953318827063,88.7465103923192
El Salvador,SLV,1910,42.5453915159457,99.3779565494116,81.0960788038691,95.4525633234256,82.3093026960792
El Salvador,SLV,1929,36.1189323543213,97.7549590952241,72.0457340946473,90.2321177070427,73.3822152134606
El Salvador,SLV,1950,14.0225895752256,96.4548633598122,52.7470592328613,82.575095817539,54.6990397142233
El Salvador,SLV,1960,22.2005068795313,92.4274961104115,54.3785863346566,78.0002670419357,55.8610496632889
El Salvador,SLV,1970,8.90759283833893,89.9887892268621,38.1734869540316,68.7930481359924,39.8908051796381
El Salvador,SLV,1980,6.8683893769038,88.4043486709061,33.7701692821665,65.1121791069751,35.4546114343995
El Salvador,SLV,1990,8.09814715583076,90.9257566774501,37.8183645564561,69.6014265819061,39.601569834158
El Salvador,SLV,2000,5.96471203303036,78.7132127255062,26.7335523961807,53.4985839963976,28.0690773634633
El Salvador,SLV,2005,2.64037272093224,72.331282331189,17.618013531341,43.303409677779,18.7555574024788
El Salvador,SLV,2010,0.940961553906701,65.8756935331816,10.5374577026821,33.679810213875,11.4192908919862
El Salvador,SLV,2017,0.325247363993894,58.3121819538687,5.99979280167672,25.0647895539515,6.61793744963676
Equatorial Guinea,GNQ,1820,78.5590928823455,99.9037846355542,95.6426101718894,99.1939303570668,95.99402976002
Equatorial Guinea,GNQ,1850,82.1369807590373,99.9790430293974,97.4889692564358,99.6955085510037,97.7383877850671
Equatorial Guinea,GNQ,1870,76.049468237894,99.8854952689649,94.9479153971927,99.0481404572691,95.3493558994262
Equatorial Guinea,GNQ,1890,72.834694940073,99.9985926029284,97.8948448421719,99.9065282754748,98.1846891665967
Equatorial Guinea,GNQ,1910,69.7091705252967,99.9764110294303,95.5623102126038,99.5327228324804,96.0179400460436
Equatorial Guinea,GNQ,1929,72.1314827462523,99.9343983816745,94.8657553531818,99.2296215510992,95.320077091452
Equatorial Guinea,GNQ,1950,60.7876909957373,99.9417436166897,92.7450285532899,99.06679250534,93.4185607085311
Equatorial Guinea,GNQ,1960,59.2083195874239,98.6194188768796,84.5373470880597,94.6276575841147,85.3219957817912
Equatorial Guinea,GNQ,1970,40.5988483230292,95.6964514691125,70.5348824521545,87.0376471626993,71.6723966938883
Equatorial Guinea,GNQ,1980,32.8677640774844,92.6928966549581,62.2202188213076,81.1187828093831,63.4418750479879
Equatorial Guinea,GNQ,1990,35.271682104504,93.2519035921636,64.3291823286345,82.4084828551821,65.5116758504743
Equatorial Guinea,GNQ,2000,3.38897163371493,54.5001614952092,14.5790291671746,31.8888573358537,15.3479398827422
Equatorial Guinea,GNQ,2005,0.303827168806018,22.0046286124698,2.5053494625725,8.60411918524885,2.70854911500474
Equatorial Guinea,GNQ,2010,0.159539677833162,17.1843248836692,1.56937088380028,6.06288317975284,1.70863318917859
Equatorial Guinea,GNQ,2017,0.307763944576967,23.9080882477596,2.67092281680092,9.33520171088851,2.89177502002967
Estonia,EST,1820,31.9043107069362,98.6622516618829,72.5170752746255,92.0237828463842,74.0216865357717
Estonia,EST,1850,6.80988256500211,99.7288720792447,58.2955512867292,93.2559579978756,61.1107948404651
Estonia,EST,1870,29.3230827021902,94.5999721730128,62.251175254861,83.1388028423759,63.6352730180268
Estonia,EST,1890,1.19431553335055,95.1146207489776,24.1648830937963,68.3507923018492,26.2935136055883
Estonia,EST,1910,0.868300967355086,84.343072446983,15.1309298993441,49.5576641504613,16.524352355205
Estonia,EST,1929,0.714020321262861,70.795364650701,10.4324819255984,36.1318979598849,11.3864602076677
Estonia,EST,1950,0.0112855897655954,47.6677077215378,1.24198556518633,12.4826870410127,1.45526324740334
Estonia,EST,1960,1.78883416991998e-7,23.9783859721139,0.00627627260120997,1.15723684089826,0.00896319268700969
Estonia,EST,1970,1.55199217434958e-8,13.6130875803112,0.00118969041872651,0.388495682365901,0.00175594949585016
Estonia,EST,1980,1.97857923629385e-9,7.92627990201421,0.000283782077720887,0.146931004769032,0.000430097965467838
Estonia,EST,1990,5.9384994784487e-7,8.73697556057719,0.00355325650006163,0.385043202952,0.00483567560127564
Estonia,EST,2000,0.00077152737543106,18.3494847367143,0.153138408920047,2.66953893402468,0.184739965117195
Estonia,EST,2005,0.0000121341729623264,6.86455482839813,0.0107836211467953,0.475804554253583,0.0137767611172179
Estonia,EST,2010,0.00000380160241805082,7.03817290514541,0.00659182319123046,0.404873738272595,0.0086147822628752
Estonia,EST,2017,0.0000134467117723084,5.18260461317368,0.00903368358183225,0.361559428844687,0.011448108481351
Eswatini,SWZ,1820,95.3739014800654,99.9967337204518,99.5361378133607,99.9511698603545,99.5867154969778
Eswatini,SWZ,1850,97.2950099406851,99.9997094731698,99.8479282544671,99.9910996913026,99.8684818247222
Eswatini,SWZ,1870,94.6414602353692,99.9961399292001,99.4504276017262,99.9418797733127,99.5100756294464
Eswatini,SWZ,1890,97.896860125195,99.9999990059414,99.9727471544688,99.9997123977136,99.978305085528
Eswatini,SWZ,1910,93.2213044154592,99.9996138304711,99.6301613834345,99.9825268422076,99.682554689935
Eswatini,SWZ,1929,79.2380962786361,99.9710529772815,96.8552488414311,99.5982709223716,97.158866266002
Eswatini,SWZ,1950,73.6261425234682,99.984413636588,96.5248301283689,99.6638312899627,96.8964064044885
Eswatini,SWZ,1960,74.5009216702157,98.8820269963694,90.4164846991965,96.3667544104171,90.878967359023
Eswatini,SWZ,1970,54.3786064102858,95.8657550598672,77.5404400832034,89.36251291748,78.3611669917248
Eswatini,SWZ,1980,39.1093911295768,91.1310634914441,64.4427358189543,80.4993608108417,65.4686133420094
Eswatini,SWZ,1990,31.8806136261214,87.5811234959434,56.9753871538509,74.6982230689285,58.0601510840291
Eswatini,SWZ,2000,17.991212091758,82.6943867098325,42.9995981203618,64.9097965611733,44.2458517542741
Eswatini,SWZ,2005,12.7927186451761,78.2949345646311,35.4640690245266,58.1091143660289,36.6874042317676
Eswatini,SWZ,2010,9.69579397923858,73.0409558532266,29.5368188063501,51.5212547151387,30.6715444838275
Eswatini,SWZ,2017,8.32437834828858,70.1789888346719,26.6883501452889,48.1513540784848,27.7702972645447
Ethiopia,ETH,1820,83.458453787809,99.9486271494522,97.0745499087876,99.5164578242575,97.3272046767021
Ethiopia,ETH,1850,86.9725440878976,99.9905102562914,98.4713111345911,99.8397715007274,98.6342430141729
Ethiopia,ETH,1870,81.3692488186451,99.9388520090694,96.5887313467285,99.4272330004735,96.8797379902216
Ethiopia,ETH,1890,72.9037432871062,99.9986054623436,97.9053568644063,99.9071854330217,98.1939579448647
Ethiopia,ETH,1910,66.8512040621441,99.9682307652434,94.7572884386378,99.4113931718729,95.2789651391625
Ethiopia,ETH,1929,71.5259515105977,99.9301811757585,94.6740462318404,99.1907541739346,95.1419730409651
Ethiopia,ETH,1950,72.3723737642381,99.9819751616764,96.2233252550351,99.6233579753423,96.6214696325248
Ethiopia,ETH,1960,71.9575193402737,99.6497247660489,92.2664400437048,98.0296106536099,92.7751797765698
Ethiopia,ETH,1970,61.9559338322868,99.2225353791502,87.409575361219,96.2678103405141,88.1395822960513
Ethiopia,ETH,1980,58.9185787085083,99.0369831366848,85.7035557360375,95.5788369868596,86.5012618181416
Ethiopia,ETH,1990,60.8981170477456,99.4932644052139,88.2927975874252,96.9978328893256,89.0433190857471
Ethiopia,ETH,2000,68.3689547543288,99.5942630634578,91.0081873578177,97.6938107741577,91.5930521095826
Ethiopia,ETH,2005,65.9377919432599,99.5067637503977,89.8704438479887,97.3033213083453,90.5098554252243
Ethiopia,ETH,2010,56.1816188188524,98.8901982567125,84.2251194560109,95.0053724513939,85.0843607445678
Ethiopia,ETH,2017,39.3285601274711,96.8603550981761,71.8169375124645,88.8584259527614,73.0298855459553
Finland,FIN,1820,46.558508963925,98.6614141983414,79.6551914623078,93.6007882840861,80.7457509738266
Finland,FIN,1850,31.2195581356543,99.0133516638673,73.6620640181605,93.085303303989,75.2068383001875
Finland,FIN,1870,32.2886007013604,97.2680198700589,68.7225302277438,88.5872455293692,70.1445819975903
Finland,FIN,1890,8.91915975454797,98.4193922403813,51.7971303031207,86.3716821059527,54.1651275661699
Finland,FIN,1910,4.89154339630293,94.4144509103265,35.8024598703754,73.01949803137,37.8868612678641
Finland,FIN,1929,4.28722167809567,85.1530866984771,26.780954645953,58.3862681916918,28.3519747284556
Finland,FIN,1950,0.0710327970622275,66.7924575692524,4.02282414075188,25.5613914084918,4.58685969174449
Finland,FIN,1960,0.000234720116572663,38.1221420038147,0.201044372994615,5.59854593092567,0.252608448109956
Finland,FIN,1970,0.00000379912953036658,13.5515662055198,0.011895518812303,0.84744908569968,0.0157825607202111
Finland,FIN,1980,4.4316331506304e-13,1.16905155518966,0.00000126702153556296,0.00444524735406317,0.00000215754192479707
Finland,FIN,1990,2.61391164040189e-16,0.136640309900365,7.81304281518949e-9,0.00013154400935719,1.46099954710059e-8
Finland,FIN,2000,1.3335051574117e-12,0.214666764272575,5.31908612287714e-7,0.000901462477016382,8.54277208539788e-7
Finland,FIN,2005,9.24624336708597e-13,0.128444499248318,3.08596199175218e-7,0.000508401454203088,4.93634826037798e-7
Finland,FIN,2010,1.03195133868621e-12,0.120500392688932,3.10100137150949e-7,0.000487110040673,4.94346717782615e-7
Finland,FIN,2017,2.14517509543919e-13,0.0833786763888822,1.1511589685746e-7,0.000256548258170953,1.8756377101213e-7
Former Sudan,,1820,61.5374738951072,99.5390336970636,88.739275806118,97.1823475761158,89.4739367366628
Former Sudan,,1850,64.0131252753916,99.8491211790453,91.8686681552657,98.5412610025874,92.5165270122256
Former Sudan,,1870,58.0534989467715,99.4538413384246,87.1852545350773,96.71283206655,88.0019054190498
Former Sudan,,1890,43.5010890540684,99.9682845113531,89.6354158657768,99.0326467015336,90.6920798731087
Former Sudan,,1910,44.9814286992422,99.7842074356239,85.5387587818131,97.4824115523572,86.6626920912437
Former Sudan,,1929,50.8286364851018,99.5943796057979,85.678699567743,96.8321297712239,86.6658620868979
Former Sudan,,1950,35.6831018314752,99.5427028912952,79.2844091260366,95.6500017072268,80.7022916710681
Former Sudan,,1960,42.7597608009182,97.2099530166087,74.2548626091373,90.0061989401298,75.3929933845046
Former Sudan,,1970,47.8995503790953,97.9444364196147,78.2611008897304,92.0984356954507,79.295802850834
Former Sudan,,1980,46.1761967813261,97.7200425547639,76.965791239354,91.4407002084142,78.0359210394346
Former Sudan,,1990,53.545046782802,98.5521053199625,82.1916889343809,93.9833462887587,83.1064696211139
Former Sudan,,2000,36.5069615469881,95.9952965231736,68.7499911699433,86.852767296799,70.0021512063279
Former Sudan,,2005,26.724863617877,92.9749145157817,58.4165274020388,80.0453751974777,59.8028405630075
Former Sudan,,2010,17.6450709018765,87.821393013548,46.2054270233001,70.3821120171524,47.6247665867296
Former Sudan,,2017,18.5743238225387,88.5199716497393,47.608739872147,71.5900605466713,49.0310757734652
France,FRA,1820,42.2200098881114,96.2455930702197,72.2451045067556,88.1997595430313,73.3620371068655
France,FRA,1850,25.4454915348321,93.6622115643173,58.3158513598378,80.7439866425887,59.7639451879147
France,FRA,1870,25.266969239145,91.1956050724179,55.4616258792741,77.1899221521842,56.8172598351368
France,FRA,1890,8.778323009407,88.0254385122214,36.4134405439756,66.0714914404242,38.0441492629572
France,FRA,1910,11.0339641584041,82.6538160650835,35.8277951533461,61.3615089705533,37.2142825381477
France,FRA,1929,10.1492306371653,72.3704449130946,29.8004064672636,51.2710580819316,30.911908007553
France,FRA,1950,5.90007228484047,67.7199484566726,22.4181993433758,44.0724840403247,23.4629513777718
France,FRA,1960,0.00315209627195952,33.6024467620503,0.497761441009821,6.67607058488341,0.592737336182615
France,FRA,1970,0.000147428211373262,13.6411896697134,0.0575756700996737,1.48674332647364,0.0712142058000305
France,FRA,1980,8.7076063589495e-7,4.40563072456136,0.0023324728566807,0.19346582475404,0.00310271031299917
France,FRA,1990,0.00000185241378848331,3.3213977219857,0.00262295387284245,0.164128126209086,0.00341833763194473
France,FRA,2000,1.49827917058925e-9,0.661138340945137,0.0000305484752181138,0.00947135339525141,0.0000440065973102759
France,FRA,2005,2.35820017854203e-10,0.3966460644005,0.00000899196070653024,0.00412562560074152,0.0000132688662140375
France,FRA,2010,9.75253847132629e-8,1.1408483613759,0.00031008442629655,0.0339476847136672,0.000417635523078052
